node_type,org_cat,corp_cat,corp_sub,rank,banker,PPG_director,PPG_member,bipartite_degree,ppg_bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,person,,,,True,False,False,5,5,5.0,46,7.329376179376184,0.4487760652765186,0.08718114304165324,0.010477582590374636,0.001545705756232072,33.16044932368219,34.21739130434783,0.11149024883772123,0.06143146230163366,0.3671497584541063,380,4,69,22,9.2,27.0,58.0,19.0,150.0,41.0,378.0,22.0,89.0,46,9.29,34.21739130434783,344,69.49,23.563953488372093,487,98.38,20.279260780287473
person,person,,,,True,False,False,2,2,2.0,27,6.8166666666666655,0.39759036144578314,0.09370563180312351,0.009694904799089204,0.011030087521315587,31.5317848410758,36.22222222222222,0.07833849394828409,0.06299134254667368,0.6866096866096866,241,4,68,22,13.5,101.0,89.0,130.0,27.0,46.0,38.0,57.0,86.0,27,5.45,36.22222222222222,236,47.68,26.29237288135593,472,95.35,20.661016949152543
person,person,,,,True,False,True,2,2,2.0,26,6.266666666666667,0.40408163265306124,0.09540023127328791,0.003391290085602405,0.011898955642974787,34.50132978723404,38.11538461538461,0.07902266506828157,0.06306536772903275,0.7353846153846154,239,4,68,22,13.0,110.0,107.0,109.0,13.0,155.0,28.0,56.0,83.0,26,5.25,38.11538461538461,249,50.3,25.437751004016064,480,96.97,20.441666666666666
person,person,,,,True,False,False,2,2,2.0,18,4.736111111111111,0.37989255564082886,0.08934749255437562,0.001761985117523252,0.007514773902333712,21.958944281524932,25.61111111111111,0.0211171659512135,0.015822039247747326,0.49673202614379086,76,4,32,11,9.0,218.0,225.0,201.0,103.0,230.0,104.0,218.0,267.0,18,3.64,25.61111111111111,202,40.81,25.76732673267327,457,92.32,20.671772428884026
person,person,,,,True,False,True,5,5,5.0,23,4.140548340548339,0.40807914262159933,0.07799164937895538,0.006541525202258565,0.0013241436925647452,21.227826374851894,23.82608695652174,0.023817613825627432,0.010996332421515171,0.3359683794466403,85,4,35,12,4.6,148.0,286.0,92.0,354.0,76.0,393.0,198.0,316.0,23,4.65,23.82608695652174,262,52.93,25.076335877862597,482,97.37,20.46887966804979
person,person,,,,True,False,False,4,4,4.0,23,4.281349206349207,0.3876272513703994,0.07645378021468839,0.013934626254685506,0.013656905443189345,20.804152377421442,24.26086956521739,0.03130795102353451,0.013488007922939324,0.38735177865612647,98,4,39,13,5.75,148.0,274.0,170.0,387.0,28.0,11.0,155.0,293.0,23,4.65,24.26086956521739,207,41.82,26.217391304347824,473,95.56,20.697674418604652
person,person,,,,False,True,True,2,2,,12,3.1333333333333337,0.3685778108711839,0.088770660848253,0.0005562715408841453,0.005124213018949863,24.45212765957447,27.583333333333332,0.020831013149419524,0.01866960040181687,0.5454545454545454,36,4,27,10,6.0,347.0,379.0,246.0,116.0,364.0,166.0,221.0,248.0,12,2.42,27.583333333333332,165,33.33,28.836363636363636,460,92.93,21.067391304347826
person,person,,,,True,False,False,2,2,2.0,11,3.3095238095238098,0.3216374269005848,0.07650301375508732,0.0016938075741938588,0.0036587454131313795,12.766187050359711,13.545454545454545,0.0016258317785466216,0.0018685006334805223,0.5636363636363636,31,5,21,9,5.5,371.0,364.0,430.0,386.0,240.0,253.0,466.0,461.0,11,2.22,13.545454545454545,61,12.32,19.39344262295082,371,74.95,22.816711590296496
person,person,,,,False,False,False,2,2,2.0,5,2.333333333333333,0.29891304347826086,0.07783630788584008,0.0,0.0,9.857142857142858,11.8,0.003003072058258524,0.005020997160441803,1.0,10,5,7,5,2.5,466.0,431.0,475.0,359.0,465.0,469.0,431.0,394.0,5,1.01,11.8,39,7.88,31.871794871794872,293,59.19,24.853242320819113
person,person,,,,True,False,False,3,3,3.0,20,4.3690476190476195,0.3613138686131387,0.0814837169744026,0.004167852239142914,0.004259048475709009,21.274114441416895,22.85,0.010178755365878702,0.016109723413302187,0.6052631578947368,115,4,50,15,6.666666666666667,192.0,258.0,280.0,265.0,132.0,217.0,334.0,265.0,20,4.04,22.85,138,27.88,23.840579710144926,452,91.31,21.287610619469028
person,person,,,,True,False,False,2,2,2.0,10,2.75,0.36026200873362446,0.08524684270952927,0.0009732645226395912,0.0034659589922747826,19.863636363636367,26.0,0.014087886079564673,0.009676944032945828,0.4666666666666667,21,5,20,9,5.0,392.0,411.0,288.0,186.0,312.0,263.0,283.0,332.0,10,2.02,26.0,154,31.11,28.707792207792206,443,89.49,21.41083521444695
person,person,,,,False,False,False,4,4,4.0,17,6.31388888888889,0.3543307086614173,0.08012496256788357,0.000895381861367828,0.0009738766756310612,20.68807743070831,22.941176470588236,0.014467684940269666,0.0241565525694328,0.6691176470588235,91,5,40,13,4.25,235.0,101.0,313.0,302.0,319.0,413.0,276.0,202.0,17,3.43,22.941176470588236,143,28.89,27.097902097902097,424,85.66,21.766509433962263
person,person,,,,True,False,False,2,2,2.0,9,2.6166666666666667,0.3115166771554437,0.07160767672871057,0.0003043937247178633,0.003065572154640981,14.02547770700637,15.88888888888889,0.00319525404604223,0.002380288966773443,0.5555555555555556,20,5,13,7,4.5,407.0,414.0,451.0,450.0,409.0,289.0,428.0,451.0,9,1.82,15.88888888888889,71,14.34,22.718309859154928,316,63.84,23.481012658227847
person,person,,,,False,False,False,2,2,2.0,13,3.3277777777777784,0.3741496598639456,0.08643268727082241,0.0010967926512423982,0.0020347553680887015,24.015025041736223,26.384615384615383,0.014207706608399208,0.021416290284057955,0.6153846153846154,48,5,30,11,6.5,332.0,362.0,225.0,164.0,298.0,350.0,282.0,228.0,13,2.63,26.384615384615383,178,35.96,26.98314606741573,467,94.34,20.92933618843683
person,person,,,,False,False,False,2,2,2.0,9,2.308333333333333,0.3402061855670103,0.07314009899770976,0.0,0.0,20.45126353790614,23.77777777777778,0.009500912774840735,0.007464635879040406,1.0,36,5,20,9,4.5,407.0,434.0,363.0,427.0,465.0,469.0,340.0,352.0,9,1.82,23.77777777777778,103,20.81,29.02912621359223,417,84.24,22.258992805755394
person,person,,,,True,False,False,4,4,4.0,36,6.528174603174604,0.4227156276686593,0.08476607986848415,0.006832524693227246,0.003447223579073153,27.003768767856055,29.333333333333332,0.0557576586771116,0.030038985343841744,0.326984126984127,206,4,51,15,9.0,52.0,96.0,56.0,199.0,72.0,265.0,82.0,165.0,36,7.27,29.333333333333332,292,58.99,24.328767123287673,481,97.17,20.397089397089395
person,person,,,,False,False,False,2,2,2.0,21,5.061904761904763,0.40507364975450083,0.09293156857223317,0.00150424681502574,0.010402758385214518,30.250235183443085,33.523809523809526,0.04337453624783781,0.029068435395410375,0.5666666666666667,119,4,45,14,10.5,180.0,203.0,104.0,35.0,258.0,45.0,103.0,171.0,21,4.24,33.523809523809526,254,51.31,25.783464566929133,483,97.58,20.40993788819876
person,person,,,,False,False,True,2,2,2.0,15,3.75,0.38018433179723504,0.09190209487266764,0.0006048098809095867,0.0028748999243417123,27.866666666666664,31.666666666666668,0.029788837380761754,0.02039927086184266,0.5428571428571428,57,5,39,13,7.5,290.0,326.0,198.0,52.0,357.0,305.0,164.0,235.0,15,3.03,31.666666666666668,191,38.59,27.403141361256544,473,95.56,20.710359408033828
person,person,,,,False,True,False,2,2,1.0,8,1.7511904761904762,0.3607871720116618,0.07498863808513863,0.00020533654028526922,0.0004563175615807194,22.993881713120327,25.5,0.009446131409190836,0.0066505072878210655,0.75,21,4,13,7,4.0,432.0,462.0,286.0,408.0,426.0,444.0,343.0,364.0,8,1.62,25.5,138,27.88,28.028985507246375,462,93.33,20.967532467532468
person,person,,,,True,True,True,5,5,4.0,52,8.404015429015429,0.4537121906507791,0.08880782226474901,0.012372307311538116,0.0033464586096165062,33.18650698652884,34.44230769230769,0.12447468861557302,0.0671039124517872,0.33408748114630465,443,4,69,22,10.4,18.0,24.0,14.0,115.0,34.0,272.0,14.0,67.0,52,10.51,34.44230769230769,345,69.7,23.547826086956523,492,99.39,20.11178861788618
person,person,,,,True,False,False,2,2,2.0,11,2.9833333333333334,0.32289628180039137,0.06959904389192229,0.003227227728382295,0.005982714491486419,12.692737430167597,14.636363636363637,0.004006818351618667,0.002698069104874174,0.45454545454545453,25,5,12,7,5.5,371.0,393.0,427.0,461.0,161.0,130.0,414.0,436.0,11,2.22,14.636363636363637,89,17.98,23.741573033707866,352,71.11,22.860795454545453
person,person,,,,False,False,False,2,2,2.0,20,5.05,0.39919354838709675,0.09404984325026125,0.0018873359307413446,0.007679542271003444,27.36468646864687,30.55,0.0336382072761446,0.026954570574629716,0.48947368421052634,93,4,44,13,10.0,192.0,205.0,122.0,23.0,216.0,100.0,142.0,176.0,20,4.04,30.55,248,50.1,26.052419354838708,472,95.35,20.591101694915253
person,person,,,,True,False,True,2,2,2.0,25,7.274999999999999,0.3639705882352941,0.08329360293911432,0.0012157547387947425,0.010666348299838136,24.052691867124857,26.4,0.030874753050891737,0.07319473577856464,0.6366666666666667,191,4,61,18,12.5,128.0,62.0,264.0,235.0,283.0,42.0,159.0,56.0,25,5.05,26.4,146,29.49,27.28767123287671,449,90.71,21.258351893095767
person,person,,,,True,False,False,4,4,4.0,40,6.521067821067823,0.4411764705882353,0.08554886654952906,0.012754637950140008,0.0025946373314794367,30.764366798698852,33.725,0.09518380937747081,0.05292529159233193,0.3858974358974359,301,4,69,22,10.0,42.0,97.0,26.0,180.0,33.0,316.0,29.0,111.0,40,8.08,33.725,326,65.86,23.819018404907975,492,99.39,20.150406504065042
person,person,,,,True,False,False,2,2,2.0,30,7.467857142857143,0.4094292803970223,0.09348736189366993,0.0017577817360661014,0.005020845691928992,33.31420373027259,36.3,0.06808021368453943,0.06819777762958694,0.6091954022988506,265,4,69,22,15.0,76.0,55.0,90.0,29.0,231.0,170.0,66.0,65.0,30,6.06,36.3,262,52.93,26.412213740458014,479,96.77,20.51983298538622
person,person,,,,False,False,True,5,5,5.0,23,3.453282828282827,0.40540540540540543,0.07739413680781758,0.01005525736668456,0.0019366793051003581,21.46106032906765,22.91304347826087,0.023257590976858825,0.012307856653964144,0.2450592885375494,62,4,34,12,4.6,148.0,347.0,102.0,373.0,42.0,359.0,202.0,303.0,23,4.65,22.91304347826087,253,51.11,25.102766798418973,483,97.58,20.44513457556936
person,person,,,,False,False,False,2,2,2.0,3,0.8666666666666667,0.2659860290166577,0.055273295740048,0.0,0.0,8.0,9.333333333333334,0.0008561462663319927,0.00041609147836109926,1.0,3,6,3,3,1.5,489.0,492.0,492.0,495.0,465.0,469.0,488.0,492.0,3,0.61,9.333333333333334,18,3.64,19.77777777777778,151,30.51,25.0
person,person,,,,True,False,True,2,2,2.0,28,7.1083333333333325,0.38372093023255816,0.08764940239043827,0.0040676235681696305,0.01600475535960529,24.4630715123095,26.071428571428573,0.022585258546250295,0.0831650112120374,0.5264550264550265,199,5,60,16,14.0,90.0,73.0,188.0,139.0,135.0,6.0,208.0,42.0,28,5.66,26.071428571428573,214,43.23,25.373831775700936,450,90.91,21.308888888888887
person,person,,,,True,False,False,5,5,5.0,30,8.446403596403597,0.36639526276831974,0.07381265998956184,0.0019001683170061536,0.0018848116854496444,23.407717332523806,25.7,0.036227471626258924,0.0909932612646721,0.5563218390804597,242,4,62,18,6.0,76.0,23.0,255.0,422.0,215.0,363.0,123.0,31.0,30,6.06,25.7,148,29.9,27.08783783783784,451,91.11,21.184035476718403
person,person,,,,False,False,False,3,3,3.0,24,5.135714285714288,0.38854003139717425,0.08906882591093117,0.00380030022496179,0.004641570550661459,22.089012517385246,23.041666666666668,0.02166451652167983,0.017509016958903504,0.40217391304347827,111,4,42,13,8.0,144.0,193.0,165.0,110.0,139.0,193.0,215.0,255.0,24,4.85,23.041666666666668,210,42.42,25.052380952380954,472,95.35,20.733050847457626
person,person,,,,True,False,False,3,3,3.0,29,5.821825396825397,0.4125,0.08841917237272999,0.002006592180545262,0.004676460362127148,32.93640515302297,35.3448275862069,0.0662370216577457,0.05365079843741412,0.6083743842364532,247,4,69,22,9.666666666666666,87.0,151.0,79.0,122.0,213.0,189.0,68.0,109.0,29,5.86,35.3448275862069,271,54.75,26.232472324723247,480,96.97,20.508333333333333
person,person,,,,False,False,False,3,3,3.0,40,7.851984126984129,0.42857142857142855,0.09348294801781527,0.007471470248383927,0.009997482172675397,32.602365189265676,35.275,0.09333033682011005,0.06048157398533302,0.3871794871794872,302,4,63,18,13.333333333333334,42.0,47.0,42.0,30.0,68.0,50.0,34.0,94.0,40,8.08,35.275,300,60.61,24.55666666666667,485,97.98,20.34639175257732
person,person,,,,True,False,False,2,2,2.0,8,2.283333333333333,0.31997414350355524,0.07701962574167046,0.0006248921021486562,0.004119360171991751,15.496350364963504,16.5,0.005176790903800719,0.01565108873290281,0.4642857142857143,13,5,15,8,4.0,432.0,437.0,434.0,377.0,355.0,226.0,392.0,268.0,8,1.62,16.5,68,13.74,27.25,362,73.13,23.024861878453038
person,person,,,,False,True,True,2,2,1.0,9,2.8333333333333335,0.3154875717017208,0.08716323296354993,0.001397517740086112,0.005977400916672172,12.0,12.333333333333334,0.0021543037597681527,0.004019663474361586,0.4444444444444444,16,5,12,7,4.5,407.0,405.0,445.0,151.0,265.0,132.0,447.0,405.0,9,1.82,12.333333333333334,73,14.75,21.273972602739725,337,68.08,23.76854599406528
person,person,,,,False,True,True,2,2,1.0,14,3.558333333333334,0.37815126050420167,0.08567966766674362,0.001381242150337806,0.010869192830915312,23.61124121779859,28.071428571428573,0.02299732150224052,0.02174902051669963,0.4945054945054945,45,4,27,10,7.0,309.0,341.0,209.0,178.0,269.0,39.0,205.0,227.0,14,2.83,28.071428571428573,190,38.38,27.942105263157895,467,94.34,20.826552462526767
person,person,,,,True,False,False,3,3,3.0,26,6.313492063492064,0.3891509433962264,0.08733598772003082,0.0023472905086922412,0.002479594951684266,27.48434946574481,29.46153846153846,0.036744410875776304,0.0418579875128835,0.49230769230769234,160,4,54,15,8.666666666666666,110.0,103.0,159.0,144.0,194.0,324.0,117.0,131.0,26,5.25,29.46153846153846,211,42.63,27.767772511848342,471,95.15,20.787685774946922
person,person,,,,False,True,True,2,2,1.0,14,3.826190476190477,0.37134283570892723,0.09119380987472366,0.0009350375336690131,0.0057730290039209155,22.080896079651527,25.142857142857142,0.016715827292711746,0.016666575552119187,0.5604395604395604,51,5,30,11,7.0,309.0,315.0,237.0,65.0,315.0,135.0,258.0,264.0,14,2.83,25.142857142857142,171,34.55,27.450292397660817,463,93.54,21.03887688984881
person,person,,,,True,True,False,5,5,4.0,59,10.95800865800865,0.4661016949152542,0.09372781065088755,0.008079680755754924,0.003898001847910558,40.61131961179371,39.389830508474574,0.17850529609221388,0.128807286889787,0.38573933372296904,660,4,69,22,11.8,7.0,2.0,3.0,26.0,57.0,237.0,1.0,9.0,59,11.92,39.389830508474574,368,74.34,23.195652173913043,491,99.19,20.14256619144603
person,person,,,,True,False,False,2,2,2.0,16,3.983333333333334,0.37471612414837246,0.08816980852011282,0.0015922584680490483,0.0038297824532642372,23.09205020920502,24.875,0.018134507032716383,0.015384643955088699,0.525,63,4,30,11,8.0,263.0,300.0,221.0,129.0,249.0,242.0,248.0,270.0,16,3.23,24.875,176,35.56,25.84659090909091,467,94.34,20.843683083511777
person,person,,,,False,True,False,2,2,1.0,11,3.3333333333333335,0.32803180914512925,0.0875796178343949,0.003135995501213389,0.009143415438961997,15.45,16.181818181818183,0.003698472494754964,0.007136071483737161,0.45454545454545453,25,5,20,9,5.5,371.0,361.0,404.0,140.0,167.0,63.0,418.0,358.0,11,2.22,16.181818181818183,93,18.79,22.301075268817204,374,75.56,22.97860962566845
person,person,,,,False,False,False,2,2,2.0,16,4.369444444444445,0.379601226993865,0.09099404096263727,0.0006397555384228309,0.01808812656277758,29.458995549904632,31.1875,0.01839746145013607,0.03095067220074462,0.7333333333333333,88,5,45,14,8.0,263.0,257.0,202.0,70.0,352.0,3.0,246.0,159.0,16,3.23,31.1875,214,43.23,25.5,449,90.71,21.380846325167038
person,person,,,,True,False,False,2,2,2.0,7,2.2333333333333334,0.32630191166776534,0.07625552018075384,0.0016247786002544801,0.0018955508429192634,14.022388059701491,15.285714285714286,0.00501105630621974,0.004169742984634427,0.5714285714285714,12,5,8,5,3.5,446.0,443.0,416.0,388.0,246.0,362.0,395.0,404.0,7,1.41,15.285714285714286,69,13.94,30.27536231884058,389,78.59,22.46529562982005
person,person,,,,True,False,False,3,3,3.0,18,7.241666666666667,0.33880903490759756,0.07794764123089035,0.00029532693310223876,0.0030831092234601012,20.58457997698504,22.055555555555557,0.010591373772213067,0.10676758720618354,0.8300653594771242,127,5,60,16,6.0,218.0,63.0,375.0,356.0,412.0,288.0,332.0,18.0,18,3.64,22.055555555555557,97,19.6,29.072164948453608,407,82.22,22.06879606879607
person,person,,,,False,False,False,2,2,2.0,14,3.7373015873015873,0.3655834564254062,0.08377406388830123,0.007457491857652373,0.0127321813489155,18.16118071777447,21.571428571428573,0.011991483387973253,0.009758354672810533,0.4725274725274725,43,4,23,9,7.0,309.0,329.0,258.0,219.0,69.0,19.0,315.0,331.0,14,2.83,21.571428571428573,160,32.32,26.25625,452,91.31,21.02433628318584
person,person,,,,True,False,False,2,2,2.0,20,5.8999999999999995,0.3543307086614173,0.08797914568398603,0.0012117033484827899,0.005556200775192308,22.844632768361585,24.1,0.011084260060875612,0.023668216886328138,0.6684210526315789,127,5,51,15,10.0,192.0,140.0,313.0,134.0,284.0,148.0,325.0,208.0,20,4.04,24.1,134,27.07,24.119402985074625,433,87.47,21.475750577367204
person,person,,,,False,False,False,2,2,2.0,14,3.5,0.38823529411764707,0.08542092093531593,0.000789916547986802,0.0032555521152012384,23.79523809523809,27.428571428571427,0.01754831094968583,0.010262829781247582,0.5714285714285714,52,4,30,11,7.0,309.0,345.0,168.0,183.0,330.0,278.0,251.0,326.0,14,2.83,27.428571428571427,209,42.22,25.60287081339713,482,97.37,20.46473029045643
person,person,,,,False,False,False,2,2,2.0,9,2.916666666666667,0.32437745740498036,0.08536935901121014,0.001173498114097841,0.004326252045550291,12.14285714285714,12.333333333333334,0.004564800915541898,0.0071955934509443315,0.4444444444444444,16,5,9,6,4.5,407.0,399.0,424.0,185.0,289.0,216.0,404.0,357.0,9,1.82,12.333333333333334,76,15.35,28.80263157894737,374,75.56,23.101604278074866
person,person,,,,False,False,False,3,3,3.0,15,5.992857142857143,0.3476123595505618,0.08004290515319996,0.0002499655801894283,0.0008560817774050364,21.219308700834326,24.266666666666666,0.013923078668718178,0.023764963180215336,0.8,84,5,39,13,5.0,290.0,131.0,334.0,307.0,419.0,421.0,286.0,206.0,15,3.03,24.266666666666666,130,26.26,27.776923076923076,412,83.23,22.097087378640776
person,person,,,,True,False,True,4,4,4.0,23,3.8174603174603186,0.39473684210526316,0.0775963422599608,0.009789733120844638,0.0029971198392251016,21.812058212058204,25.08695652173913,0.032286288983545394,0.015462819781320096,0.25296442687747034,64,5,35,12,5.75,148.0,318.0,144.0,364.0,45.0,296.0,149.0,269.0,23,4.65,25.08695652173913,232,46.87,26.13362068965517,472,95.35,20.75423728813559
person,person,,,,False,False,False,2,2,2.0,4,1.0333333333333332,0.3156887755102041,0.0641711229946524,0.00019666130220353194,0.0007401582999669125,11.870967741935484,15.5,0.002038147339447764,0.0010805047049647237,0.5,3,5,4,3,2.0,480.0,487.0,444.0,487.0,427.0,427.0,451.0,480.0,4,0.81,15.5,55,11.11,25.181818181818183,358,72.32,23.223463687150836
person,person,,,,False,False,False,3,3,3.0,8,1.777777777777778,0.3432732316227462,0.07960759086522995,0.0018248550828119969,0.005195811336162213,13.578125,14.625,0.004859716874963461,0.004247370234181664,0.2857142857142857,8,5,12,7,2.6666666666666665,432.0,461.0,346.0,324.0,224.0,164.0,399.0,401.0,8,1.62,14.625,97,19.6,25.391752577319586,434,87.68,21.45852534562212
